z,Precipitant Type,Precipitant,Precipitant Annotator,Precipitant Span Start,Precipitant SpanEnd,Object Type,Object,Object Annotator,Metabolite,Object Span Start,Object Span End,Modality,Interaction Phrase Type,Interaction Phrase,Interaction Phrase Annotator,Interaction Phrase Span Start,Interaction Phrase Span End
package-insert-section-181.txt,Drug product,adriamycin ,consensus set annotator team,4101,4111,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,adriamycin ,consensus set annotator team,4101,4111,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,cisplatin ,consensus set annotator team,4113,4122,Active ingredient,verapamil ,consensus set annotator team,,3991,4000,Positive,Qualitative,"The absorption of verapamil can be reduced by the cyclophosphamide, oncovin, procarbazine, prednisone (COPP) and the vindesine, adriamycin, cisplatin (VAC) cytotoxic drug regimens.",consensus set annotator team,3977,4015
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,4186,4195,Active ingredient,paclitaxel ,consensus set annotator team,,4226,4236,Positive,Qualitative,Concomitant administration of R-verapamil can decrease the clearance of paclitaxel.,consensus set annotator team,4196,4222
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,4778,4787,Active ingredient,quinidine ,consensus set annotator team,,4754,4763,Positive,Qualitative,There has been a report of increased quinidine levels during verapamil therapy.,consensus set annotator team,4744,4770
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,6125,6134,Active ingredient,carbamazepine ,consensus set annotator team,,6156,6169,Positive,Qualitative,"7.14 Carbamazepine

Verapamil therapy may increase carbamazepine concentrations during combined therapy.",consensus set annotator team,6147,6184
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,6323,6332,Active ingredient,cyclosporine ,consensus set annotator team,,6370,6382,Positive,Qualitative,"7.15 Cyclosporine

Verapamil therapy may increase serum levels of cyclosporine.",consensus set annotator team,6341,6366
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,6500,6509,Active ingredient,lithium ,consensus set annotator team,,6510,6517,Negative,Qualitative,"7.16 Lithium

Increased sensitivity to the effects of lithium (neurotoxicity) has been reported during concomitant verapamil-lithium therapy with either no change or an increase in serum lithium levels.",consensus set annotator team,6554,6586
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,6500,6509,Active ingredient,lithium ,consensus set annotator team,,6572,6579,Positive,Qualitative,"7.16 Lithium

Increased sensitivity to the effects of lithium (neurotoxicity) has been reported during concomitant verapamil-lithium therapy with either no change or an increase in serum lithium levels.",consensus set annotator team,6554,6586
package-insert-section-181.txt,Active ingredient,verapamil ,consensus set annotator team,6613,6622,Active ingredient,lithium ,consensus set annotator team,,6666,6673,Positive,Qualitative,"However, the addition of verapamil has also resulted in the lowering of serum lithium levels in patients receiving chronic stable oral lithium.",consensus set annotator team,6648,6680
package-insert-section-181.txt,Active ingredient,Phenobarbital ,consensus set annotator team,7467,7480,Active ingredient,verapamil ,consensus set annotator team,,7502,7511,Positive,Qualitative,"7.19 Phenobarbital

Phenobarbital therapy may increase verapamil clearance.",consensus set annotator team,7489,7521
package-insert-section-181.txt,Active ingredient,rifampin ,consensus set annotator team,7552,7560,Active ingredient,verapamil ,consensus set annotator team,,7586,7595,Positive,Qualitative,"7.20 Rifampin

Therapy with rifampin may markedly reduce oral verapamil bioavailability.",consensus set annotator team,7574,7611
package-insert-section-181.txt,Active ingredient,Verapamil ,consensus set annotator team,7633,7642,Active ingredient,theophylline ,consensus set annotator team,,7703,7715,Positive,Qualitative,"7.21 Theophylline

Verapamil may inhibit the clearance and increase the plasma levels of theophylline.",consensus set annotator team,7673,7699
package-insert-section-181.txt,Active ingredient,cimetidine ,consensus set annotator team,7759,7769,Active ingredient,verapamil ,consensus set annotator team,,7933,7942,Positive,Qualitative,"7.22 Cimetidine

The interaction between cimetidine and chronically administered verapamil has not been studied.",consensus set annotator team,7920,7974
package-insert-section-181.txt,Active ingredient,cimetidine ,consensus set annotator team,7759,7769,Active ingredient,verapamil ,consensus set annotator team,,7933,7942,Negative,Qualitative,"7.22 Cimetidine

The interaction between cimetidine and chronically administered verapamil has not been studied.",consensus set annotator team,7920,7974
package-insert-section-183.txt,Active ingredient,Lansoprazole ,consensus set annotator team,162,174,Active ingredient,atazanavir ,consensus set annotator team,,310,320,Positive,Qualitative,"Lansoprazole delayed-release capsules and other PPIs are likely to substantially decrease the systemic concentrations of the HIV protease inhibitor atazanavir, which is dependent upon the presence of gastric acid for absorption, and may result in a loss of therapeutic effect of atazanavir and the development of HIV resistance.",consensus set annotator team,243,279
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,672,684,Active ingredient,ketoconazole ,consensus set annotator team,,890,902,Positive,Qualitative,"[See Clinical Pharmacology (12.5)]

It is theoretically possible that lansoprazole delayed-release capsules and other PPIs may interfere with the absorption of other drugs where gastric pH is an important determinant of oral bioavailability (e.g., ampicillin esters, digoxin, iron salts, ketoconazole).",consensus set annotator team,725,758
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,672,684,Active ingredient,iron ,consensus set annotator team,,878,882,Positive,Qualitative,"[See Clinical Pharmacology (12.5)]

It is theoretically possible that lansoprazole delayed-release capsules and other PPIs may interfere with the absorption of other drugs where gastric pH is an important determinant of oral bioavailability (e.g., ampicillin esters, digoxin, iron salts, ketoconazole).",consensus set annotator team,725,758
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,672,684,Active ingredient,ampicillin ,consensus set annotator team,,850,860,Positive,Qualitative,"[See Clinical Pharmacology (12.5)]

It is theoretically possible that lansoprazole delayed-release capsules and other PPIs may interfere with the absorption of other drugs where gastric pH is an important determinant of oral bioavailability (e.g., ampicillin esters, digoxin, iron salts, ketoconazole).",consensus set annotator team,725,758
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,672,684,Active ingredient,digoxin ,consensus set annotator team,,869,876,Positive,Qualitative,"[See Clinical Pharmacology (12.5)]

It is theoretically possible that lansoprazole delayed-release capsules and other PPIs may interfere with the absorption of other drugs where gastric pH is an important determinant of oral bioavailability (e.g., ampicillin esters, digoxin, iron salts, ketoconazole).",consensus set annotator team,725,758
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,1038,1050,Active ingredient,warfarin ,consensus set annotator team,,1128,1136,Negative,Qualitative,"[See Clinical Pharmacology (12.5)]

Warfarin

In a study of healthy subjects, co-administration of single or multiple 60 mg doses of lansoprazole delayed-release capsules and warfarin did not affect the pharmacokinetics of warfarin nor prothrombin time (see Clinical Pharmacology (12.5).",consensus set annotator team,1089,1124
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,1603,1615,Active ingredient,tacrolimus ,consensus set annotator team,,1620,1630,Positive,Qualitative,"[See Clinical Pharmacology (12.5)]

Tacrolimus

Concomitant administration of lansoprazole and tacrolimus may increase whole blood levels of tacrolimus, especially in transplant patients who are intermediate or poor metabolizers of CYP2C19.",consensus set annotator team,1631,1662
package-insert-section-183.txt,Active ingredient,lansoprazole ,consensus set annotator team,1882,1894,Active ingredient,theophylline ,consensus set annotator team,,1824,1836,Positive,Quantitative,"Theophylline

A minor increase (10%) in the clearance of theophylline was observed following the administration of lansoprazole delayed-release capsules concomitantly with theophylline.",consensus set annotator team,1789,1820
package-insert-section-184.txt,Active ingredient,lansoprazole ,consensus set annotator team,14590,14602,Active ingredient,digoxin ,consensus set annotator team,,14768,14775,Positive,Qualitative,"12.5 Drug-Drug Interactions

It is theoretically possible that lansoprazole may interfere with the absorption of other drugs where gastric pH is an important determinant of bioavailability (e.g., ketoconazole, ampicillin esters, iron salts, digoxin).",consensus set annotator team,14603,14636
package-insert-section-184.txt,Active ingredient,lansoprazole ,consensus set annotator team,14590,14602,Active ingredient,iron ,consensus set annotator team,,14756,14760,Positive,Qualitative,"12.5 Drug-Drug Interactions

It is theoretically possible that lansoprazole may interfere with the absorption of other drugs where gastric pH is an important determinant of bioavailability (e.g., ketoconazole, ampicillin esters, iron salts, digoxin).",consensus set annotator team,14603,14636
package-insert-section-184.txt,Active ingredient,lansoprazole ,consensus set annotator team,14590,14602,Active ingredient,ketoconazole ,consensus set annotator team,,14723,14735,Positive,Qualitative,"12.5 Drug-Drug Interactions

It is theoretically possible that lansoprazole may interfere with the absorption of other drugs where gastric pH is an important determinant of bioavailability (e.g., ketoconazole, ampicillin esters, iron salts, digoxin).",consensus set annotator team,14603,14636
package-insert-section-184.txt,Active ingredient,lansoprazole ,consensus set annotator team,14590,14602,Active ingredient,ampicillin ,consensus set annotator team,,14737,14747,Positive,Qualitative,"12.5 Drug-Drug Interactions

It is theoretically possible that lansoprazole may interfere with the absorption of other drugs where gastric pH is an important determinant of bioavailability (e.g., ketoconazole, ampicillin esters, iron salts, digoxin).",consensus set annotator team,14603,14636
